Rows,Id,Unknown1,ModTypeKey,Level,Stat1 (Stats.dat Row),Stat2 (Stats.dat Row),Stat3 (Stats.dat Row),Stat4 (Stats.dat Row),Domain,Name,GenerationType,CorrectGroup,Stat1Min,Stat1Max,Stat2Min,Stat2Max,Stat3Min,Stat3Max,Stat4Min,Stat4Max,SpawnWeightTagsKeys,SpawnWeightValues,BuffDefinitionsKey,BuffValue,TagsKeys,GrantedEffectsPerLevelKey,Data3,Data4,MonsterMetadata,Unknown2,Unknown3,Unknown4,Stat5Min,Stat5Max,StatsKey5,Keys0,AchievementItemsKey,GenerationWeight_TagsKeys,GenerationWeight_Values,Data5,IsEssenceOnlyModifier,UnknownMapMin,UnknownMapMax,Unknown5,Unknown6
3245,MaximumManaUniqueBodyStrInt1,62669,248,1,128,-1,-1,-1,1,,3,MaximumManaIncreasePercent,-50,-50,0,0,0,0,0,0,[],[],-1,0,[],-1,[],[],,[],[],-1,0,0,-1,[],-1,[],[],[],False,0,0,-1,234
3246,MaximumManaUniqueRing5,62084,248,14,128,-1,-1,-1,1,,3,MaximumManaIncreasePercent,20,20,0,0,0,0,0,0,[],[],-1,0,[],-1,[],[],,[],[],-1,0,0,-1,[],-1,[],[],[],False,0,0,-1,234
3247,MaximumManaUniqueTwoHandMace5,26639,248,1,128,-1,-1,-1,1,,3,MaximumManaIncreasePercent,25,25,0,0,0,0,0,0,[],[],-1,0,[],-1,[],[],,[],[],-1,0,0,-1,[],-1,[],[],[],False,0,0,-1,234
3248,MaximumManaUniqueAmulet10,15390,248,1,128,-1,-1,-1,1,,3,MaximumManaIncreasePercent,16,24,0,0,0,0,0,0,[],[],-1,0,[],-1,[],[],,[],[],-1,0,0,-1,[],-1,[],[],[],False,0,0,-1,234
3249,MaximumManaUniqueStaff4,35601,248,1,128,-1,-1,-1,1,,3,MaximumManaIncreasePercent,10,20,0,0,0,0,0,0,[],[],-1,0,[],-1,[],[],,[],[],-1,0,0,-1,[],-1,[],[],[],False,0,0,-1,234
3250,MaximumManaUniqueStaff5,7682,248,1,128,-1,-1,-1,1,,3,MaximumManaIncreasePercent,18,18,0,0,0,0,0,0,[],[],-1,0,[],-1,[],[],,[],[],-1,0,0,-1,[],-1,[],[],[],False,0,0,-1,234
3251,MaximumManaUniqueStaff6,18809,248,1,128,-1,-1,-1,1,,3,MaximumManaIncreasePercent,100,100,0,0,0,0,0,0,[],[],-1,0,[],-1,[],[],,[],[],-1,0,0,-1,[],-1,[],[],[],False,0,0,-1,234
3252,MaximumManaUniqueJewel54,64201,248,1,128,-1,-1,-1,1,,3,MaximumManaIncreasePercent,15,20,0,0,0,0,0,0,[],[],-1,0,[],-1,[],[],,[],[],-1,0,0,-1,[],-1,[],[],[],False,0,0,-1,234
3253,MaximumManaUnique__1,17769,248,1,128,-1,-1,-1,11,,3,MaximumManaIncreasePercent,7,10,0,0,0,0,0,0,[],[],-1,0,[],-1,[],[],,[],[],-1,0,0,-1,[],-1,[],[],[],False,0,0,-1,234
3254,MaximumManaUnique___2,58038,248,1,128,-1,-1,-1,1,,3,MaximumManaIncreasePercent,20,30,0,0,0,0,0,0,[],[],-1,0,[],-1,[],[],,[],[],-1,0,0,-1,[],-1,[],[],[],False,0,0,-1,234
3255,MaximumManaUnique__3,43890,248,1,128,-1,-1,-1,1,,3,MaximumManaIncreasePercent,10,20,0,0,0,0,0,0,[],[],-1,0,[],-1,[],[],,[],[],-1,0,0,-1,[],-1,[],[],[],False,0,0,-1,234
3256,MaximumManaUnique__4,43201,248,1,128,-1,-1,-1,1,,3,MaximumManaIncreasePercent,4,6,0,0,0,0,0,0,[],[],-1,0,[],-1,[],[],,[],[],-1,0,0,-1,[],-1,[],[],[],False,0,0,-1,234
3257,MaximumManaUnique__5,3756,248,1,128,-1,-1,-1,1,,3,MaximumManaIncreasePercent,9,15,0,0,0,0,0,0,[],[],-1,0,[],-1,[],[],,[],[],-1,0,0,-1,[],-1,[],[],[],False,0,0,-1,234
3258,MaximumLifeUniqueOneHandSword2,7893,118,1,124,-1,-1,-1,1,,3,MaximumLifeIncreasePercent,-10,-10,0,0,0,0,0,0,[],[],-1,0,[],-1,[],[],,[],[],-1,0,0,-1,[],-1,[],[],[],False,0,0,-1,234
3259,MaximumLifeUniqueAmulet6,28629,118,1,124,-1,-1,-1,1,,3,MaximumLifeIncreasePercent,-20,-20,0,0,0,0,0,0,[],[],-1,0,[],-1,[],[],,[],[],-1,0,0,-1,[],-1,[],[],[],False,0,0,-1,234
3260,MaximumLifeUniqueBelt4,35463,118,1,124,-1,-1,-1,1,,3,MaximumLifeIncreasePercent,10,10,0,0,0,0,0,0,[],[],-1,0,[],-1,[],[],,[],[],-1,0,0,-1,[],-1,[],[],[],False,0,0,-1,234
3261,MaximumLifeShieldInt1,40332,118,1,124,-1,-1,-1,1,,3,MaximumLifeIncreasePercent,10,10,0,0,0,0,0,0,[],[],-1,0,[],-1,[],[],,[],[],-1,0,0,-1,[],-1,[],[],[],False,0,0,-1,234
3262,MaximumLifeUniqueAmulet9,62588,118,25,124,-1,-1,-1,1,,3,MaximumLifeIncreasePercent,0,0,0,0,0,0,0,0,[],[],-1,0,[],-1,[],[],,[],[],-1,0,0,-1,[],-1,[],[],[],False,0,0,-1,234
3263,MaximumLifeUniqueBodyInt3,32758,118,1,124,-1,-1,-1,1,,3,MaximumLifeIncreasePercent,10,10,0,0,0,0,0,0,[],[],-1,0,[],-1,[],[],,[],[],-1,0,0,-1,[],-1,[],[],[],False,0,0,-1,234
3264,MaximumLifeUniqueRing16,26938,118,1,124,-1,-1,-1,1,,3,MaximumLifeIncreasePercent,-10,-5,0,0,0,0,0,0,[],[],-1,0,[],-1,[],[],,[],[],-1,0,0,-1,[],-1,[],[],[],False,0,0,-1,234
3265,MaximumLifeUniqueBodyStrDex1,21273,118,1,124,-1,-1,-1,1,,3,MaximumLifeIncreasePercent,30,40,0,0,0,0,0,0,[],[],-1,0,[],-1,[],[],,[],[],-1,0,0,-1,[],-1,[],[],[],False,0,0,-1,234
3266,MaximumLifeUniqueStaff4,2607,118,1,124,-1,-1,-1,1,,3,MaximumLifeIncreasePercent,10,20,0,0,0,0,0,0,[],[],-1,0,[],-1,[],[],,[],[],-1,0,0,-1,[],-1,[],[],[],False,0,0,-1,234
3267,MaximumLifeUniqueShieldDexInt2,36370,118,1,124,-1,-1,-1,1,,3,MaximumLifeIncreasePercent,10,20,0,0,0,0,0,0,[],[],-1,0,[],-1,[],[],,[],[],-1,0,0,-1,[],-1,[],[],[],False,0,0,-1,234
3268,MaximumLifeUniqueGlovesStrInt3,30637,118,1,124,-1,-1,-1,1,,3,MaximumLifeIncreasePercent,12,16,0,0,0,0,0,0,[],[],-1,0,[],-1,[],[],,[],[],-1,0,0,-1,[],-1,[],[],[],False,0,0,-1,234
3269,MaximumLifeUniqueJewel52,14193,118,1,124,-1,-1,-1,1,,3,MaximumLifeIncreasePercent,6,8,0,0,0,0,0,0,[],[],-1,0,[],-1,[],[],,[],[],-1,0,0,-1,[],-1,[],[],[],False,0,0,-1,234
3270,MaximumLifeUnique__1,49197,118,1,124,-1,-1,-1,1,,3,MaximumLifeIncreasePercent,8,12,0,0,0,0,0,0,[],[],-1,0,[],-1,[],[],,[],[],-1,0,0,-1,[],-1,[],[],[],False,0,0,-1,234
3271,MaximumLifeUnique__2,20236,118,1,124,-1,-1,-1,1,,3,MaximumLifeIncreasePercent,4,4,0,0,0,0,0,0,[],[],-1,0,[],-1,[],[],,[],[],-1,0,0,-1,[],-1,[],[],[],False,0,0,-1,234
3272,MaximumLifeUnique__3,55103,118,1,124,-1,-1,-1,1,,3,MaximumLifeIncreasePercent,10,10,0,0,0,0,0,0,[],[],-1,0,[],-1,[],[],,[],[],-1,0,0,-1,[],-1,[],[],[],False,0,0,-1,234
3273,MaximumLifeUnique__4_,3098,118,1,124,-1,-1,-1,1,,3,MaximumLifeIncreasePercent,4,8,0,0,0,0,0,0,[],[],-1,0,[],-1,[],[],,[],[],-1,0,0,-1,[],-1,[],[],[],False,0,0,-1,234
3274,MaximumLifeUnique__5,39212,118,1,124,-1,-1,-1,1,,3,MaximumLifeIncreasePercent,15,25,0,0,0,0,0,0,[],[],-1,0,[],-1,[],[],,[],[],-1,0,0,-1,[],-1,[],[],[],False,0,0,-1,234
3275,MaximumLifeUnique__6,1183,118,25,124,-1,-1,-1,1,,3,MaximumLifeIncreasePercent,4,8,0,0,0,0,0,0,[],[],-1,0,[],-1,[],[],,[],[],-1,0,0,-1,[],-1,[],[],[],False,0,0,-1,234
3276,MaximumLifeUnique__7,18776,118,1,124,-1,-1,-1,1,,3,MaximumLifeIncreasePercent,4,6,0,0,0,0,0,0,[],[],-1,0,[],-1,[],[],,[],[],-1,0,0,-1,[],-1,[],[],[],False,0,0,-1,234
3277,MaximumLifeUnique__8,51955,118,1,124,-1,-1,-1,1,,3,MaximumLifeIncreasePercent,4,6,0,0,0,0,0,0,[],[],-1,0,[],-1,[],[],,[],[],-1,0,0,-1,[],-1,[],[],[],False,0,0,-1,234
3278,MaximumLifeUnique__9,37647,118,1,124,-1,-1,-1,1,,3,MaximumLifeIncreasePercent,4,6,0,0,0,0,0,0,[],[],-1,0,[],-1,[],[],,[],[],-1,0,0,-1,[],-1,[],[],[],False,0,0,-1,234
3279,MaximumLifeUnique__10_,32568,118,1,124,-1,-1,-1,1,,3,MaximumLifeIncreasePercent,6,10,0,0,0,0,0,0,[],[],-1,0,[],-1,[],[],,[],[],-1,0,0,-1,[],-1,[],[],[],False,0,0,-1,234
3280,AreaOfEffectImplicitMarakethTwoHandMace1,9276,249,1,435,-1,-1,-1,1,,3,AreaOfEffect,4,4,0,0,0,0,0,0,[],[],-1,0,[],-1,[],[],,[],[],-1,0,0,-1,[],-1,[],[],[],False,0,0,-1,234
3281,AreaOfEffectImplicitMarakethTwoHandMace2,4804,249,1,435,-1,-1,-1,1,,3,AreaOfEffect,6,6,0,0,0,0,0,0,[],[],-1,0,[],-1,[],[],,[],[],-1,0,0,-1,[],-1,[],[],[],False,0,0,-1,234
3282,AreaOfEffectUniqueDagger1,12741,249,1,435,-1,-1,-1,1,,3,AreaOfEffect,10,10,0,0,0,0,0,0,[],[],-1,0,[],-1,[],[],,[],[],-1,0,0,-1,[],-1,[],[],[],False,0,0,-1,234
3283,AreaOfEffectUniqueBodyDexInt1,14989,249,1,435,-1,-1,-1,1,,3,AreaOfEffect,20,20,0,0,0,0,0,0,[],[],-1,0,[],-1,[],[],,[],[],-1,0,0,-1,[],-1,[],[],[],False,0,0,-1,234
3284,AreaOfEffectUniqueDescentStaff1,39585,249,1,435,-1,-1,-1,1,,3,AreaOfEffect,15,15,0,0,0,0,0,0,[],[],-1,0,[],-1,[],[],,[],[],-1,0,0,-1,[],-1,[],[],[],False,0,0,-1,234
3285,AreaOfEffectUniqueQuiver6,63440,249,13,435,-1,-1,-1,1,,3,AreaOfEffect,10,10,0,0,0,0,0,0,[],[],-1,0,[],-1,[],[],,[],[],-1,0,0,-1,[],-1,[],[],[],False,0,0,-1,234
3286,AreaOfEffectUniqueDescentOneHandSword1,39302,249,1,435,-1,-1,-1,1,,3,AreaOfEffect,20,20,0,0,0,0,0,0,[],[],-1,0,[],-1,[],[],,[],[],-1,0,0,-1,[],-1,[],[],[],False,0,0,-1,234
3287,AreaOfEffectUniqueShieldDexInt2,10412,249,1,435,-1,-1,-1,1,,3,AreaOfEffect,10,10,0,0,0,0,0,0,[],[],-1,0,[],-1,[],[],,[],[],-1,0,0,-1,[],-1,[],[],[],False,0,0,-1,234
3288,AreaOfEffectUniqueOneHandMace7,29542,249,1,435,-1,-1,-1,1,,3,AreaOfEffect,10,10,0,0,0,0,0,0,[],[],-1,0,[],-1,[],[],,[],[],-1,0,0,-1,[],-1,[],[],[],False,0,0,-1,234
3289,AreaOfEffectUniqueShieldDex7,47465,249,1,435,-1,-1,-1,1,,3,AreaOfEffect,10,10,0,0,0,0,0,0,[],[],-1,0,[],-1,[],[],,[],[],-1,0,0,-1,[],-1,[],[],[],False,0,0,-1,234
3290,AreaOfEffectUnique__1,42863,249,1,435,-1,-1,-1,1,,3,AreaOfEffect,10,10,0,0,0,0,0,0,[],[],-1,0,[],-1,[],[],,[],[],-1,0,0,-1,[],-1,[],[],[],False,0,0,-1,234
3291,AreaOfEffectUnique__2_,62546,249,1,435,-1,-1,-1,1,,3,AreaOfEffect,10,10,0,0,0,0,0,0,[],[],-1,0,[],-1,[],[],,[],[],-1,0,0,-1,[],-1,[],[],[],False,0,0,-1,234
3292,AreaOfEffectUnique__3,64342,249,1,435,-1,-1,-1,1,,3,AreaOfEffect,10,10,0,0,0,0,0,0,[],[],-1,0,[],-1,[],[],,[],[],-1,0,0,-1,[],-1,[],[],[],False,0,0,-1,234
3293,AreaOfEffectUnique__4_,58596,249,1,435,-1,-1,-1,1,,3,AreaOfEffect,10,10,0,0,0,0,0,0,[],[],-1,0,[],-1,[],[],,[],[],-1,0,0,-1,[],-1,[],[],[],False,0,0,-1,234
3294,AreaOfEffectUnique__5,59808,249,1,435,-1,-1,-1,1,,3,AreaOfEffect,10,10,0,0,0,0,0,0,[],[],-1,0,[],-1,[],[],,[],[],-1,0,0,-1,[],-1,[],[],[],False,0,0,-1,234
3295,MovementVelocityPenaltyLightArmourImplicit,45987,250,1,735,-1,-1,-1,1,,3,MovementVelocityPenalty,-3,-3,0,0,0,0,0,0,[],[],-1,0,[],-1,[],[],,[],[],-1,0,0,-1,[],-1,[],[],[],False,0,0,-1,234
3296,MovementVelocityPenaltyHeavyArmourImplicit,26203,250,1,735,-1,-1,-1,1,,3,MovementVelocityPenalty,-5,-5,0,0,0,0,0,0,[],[],-1,0,[],-1,[],[],,[],[],-1,0,0,-1,[],-1,[],[],[],False,0,0,-1,234
3297,MovementVelocityPenaltyLightShieldImplicit,9868,250,1,735,-1,-1,-1,1,,3,MovementVelocityPenalty,-3,-3,0,0,0,0,0,0,[],[],-1,0,[],-1,[],[],,[],[],-1,0,0,-1,[],-1,[],[],[],False,0,0,-1,234
3298,MovementVelocityPenaltyHeavyShieldImplicit,64349,250,1,735,-1,-1,-1,1,,3,MovementVelocityPenalty,-3,-3,0,0,0,0,0,0,[],[],-1,0,[],-1,[],[],,[],[],-1,0,0,-1,[],-1,[],[],[],False,0,0,-1,234
3299,MonsterElementalSkeletonFire,29518,251,1,483,-1,-1,-1,3,,3,FireDamageAsPortionOfDamage,50,50,0,0,0,0,0,0,[],[],-1,0,[],-1,[],[],,[],[],-1,0,0,-1,[],-1,[],[],[],False,0,0,-1,234
3300,MonsterSummonedElementalFire,19865,251,1,483,-1,-1,-1,3,,3,FireDamageAsPortionOfDamage,50,50,0,0,0,0,0,0,[],[],-1,0,[],-1,[],[],,[],[],-1,0,0,-1,[],-1,[],[],[],False,0,0,-1,234
3301,MonsterElementalSkeletonCold,52576,252,1,484,-1,-1,-1,3,,3,ColdDamageAsPortionOfDamage,50,50,0,0,0,0,0,0,[],[],-1,0,[],-1,[],[],,[],[],-1,0,0,-1,[],-1,[],[],[],False,0,0,-1,234
3302,MonsterSummonedElementalCold,37547,252,1,484,-1,-1,-1,3,,3,ColdDamageAsPortionOfDamage,50,50,0,0,0,0,0,0,[],[],-1,0,[],-1,[],[],,[],[],-1,0,0,-1,[],-1,[],[],[],False,0,0,-1,234
3303,MonsterElementalCrabCold,25433,252,1,484,-1,-1,-1,3,,3,ColdDamageAsPortionOfDamage,50,50,0,0,0,0,0,0,[],[],-1,0,[],-1,[],[],,[],[],-1,0,0,-1,[],-1,[],[],[],False,0,0,-1,234
3304,MonsterElementalSkeletonLightning,63372,253,1,485,-1,-1,-1,3,,3,LightningDamageAsPortionOfDamage,50,50,0,0,0,0,0,0,[],[],-1,0,[],-1,[],[],,[],[],-1,0,0,-1,[],-1,[],[],[],False,0,0,-1,234
3305,MonsterSnakeChaos,11952,254,1,486,-1,-1,-1,3,,3,ChaosDamageAsPortionOfDamage,30,30,0,0,0,0,0,0,[],[],-1,0,[],-1,[],[],,[],[],-1,0,0,-1,[],-1,[],[],[],False,0,0,-1,234
3306,MonsterGoatmanShamanCastSpeed,64570,69,1,217,-1,-1,-1,3,,3,IncreasedCastSpeed,-50,-50,0,0,0,0,0,0,[],[],-1,0,[175],-1,[],[],,[],[],-1,0,0,-1,[],-1,[],[],[],False,0,0,-1,234
3307,DexMissionSnakeCastSpeedFinal,28631,1999,1,1226,-1,-1,-1,3,,3,FinalCastSpeed,25,25,0,0,0,0,0,0,[],[],-1,0,[],-1,[],[],,[],[],-1,0,0,-1,[],-1,[],[],[],False,0,0,-1,234
3308,AbyssChasmCastSpeedFinal,44670,1999,1,1226,-1,-1,-1,3,,3,FinalCastSpeed,-90,-90,0,0,0,0,0,0,[],[],-1,0,[],-1,[],[],,[],[],-1,0,0,-1,[],-1,[],[],[],False,0,0,-1,234
3309,MonsterCastSpeedLegends1,12435,69,1,217,-1,-1,-1,3,,3,IncreasedCastSpeed,-40,-40,0,0,0,0,0,0,[],[],-1,0,[175],-1,[],[],,[],[],-1,0,0,-1,[],-1,[],[],[],False,0,0,-1,234
3310,MonsterEnergyShieldRegenRate-80,33826,79,1,138,-1,-1,-1,3,,3,EnergyShieldRegeneration,-80,-80,0,0,0,0,0,0,[],[],-1,0,[],-1,[],[],,[],[],-1,0,0,-1,[],-1,[],[],[],False,0,0,-1,234
3311,MonsterEnergyShieldRegenRate-65,53404,79,1,138,-1,-1,-1,3,,3,EnergyShieldRegeneration,-65,-65,0,0,0,0,0,0,[],[],-1,0,[],-1,[],[],,[],[],-1,0,0,-1,[],-1,[],[],[],False,0,0,-1,234
3312,BurnDamageUniqueStaff1,28970,255,1,210,-1,-1,-1,1,,3,BurnDamage,70,70,0,0,0,0,0,0,[],[],-1,0,[],-1,[],[],,[],[],-1,0,0,-1,[],-1,[],[],[],False,0,0,-1,234
3313,BurnDamageUniqueDescentOneHandMace1,36201,255,1,210,-1,-1,-1,1,,3,BurnDamage,25,25,0,0,0,0,0,0,[],[],-1,0,[],-1,[],[],,[],[],-1,0,0,-1,[],-1,[],[],[],False,0,0,-1,234
3314,BurnDamageUniqueRing15,29672,255,14,210,-1,-1,-1,1,,3,BurnDamage,60,80,0,0,0,0,0,0,[],[],-1,0,[],-1,[],[],,[],[],-1,0,0,-1,[],-1,[],[],[],False,0,0,-1,234
3315,BurnDamageUniqueCorruptedJewel1,1356,255,1,210,-1,-1,-1,1,,3,BurnDamage,20,30,0,0,0,0,0,0,[],[],-1,0,[],-1,[],[],,[],[],-1,0,0,-1,[],-1,[],[],[],False,0,0,-1,234
3316,BurnDamageUnique__1,3615,255,1,210,-1,-1,-1,1,,3,BurnDamage,40,50,0,0,0,0,0,0,[],[],-1,0,[],-1,[],[],,[],[],-1,0,0,-1,[],-1,[],[],[],False,0,0,-1,234
3317,CannotCrit,57914,256,1,700,-1,-1,-1,1,,3,CannotCrit,1,1,0,0,0,0,0,0,[],[],-1,0,[],-1,[],[],,[],[],-1,0,0,-1,[],-1,[],[],[],False,0,0,-1,234
3318,ManaCostIncreaseUniqueTwoHandAxe4,6505,257,1,214,-1,-1,-1,1,,3,ManaCostReduction,-50,-50,0,0,0,0,0,0,[],[],-1,0,[],-1,[],[],,[],[],-1,0,0,-1,[],-1,[],[],[],False,0,0,-1,234
3319,ManaCostReductionUniqueHelmetDexInt1,48855,257,1,214,-1,-1,-1,1,,3,ManaCostReduction,0,0,0,0,0,0,0,0,[],[],-1,0,[],-1,[],[],,[],[],-1,0,0,-1,[],-1,[],[],[],False,0,0,-1,234
3320,ManaCostIncreaseUniqueGlovesInt6,51689,257,1,214,-1,-1,-1,1,,3,ManaCostReduction,-80,-40,0,0,0,0,0,0,[],[],-1,0,[],-1,[],[],,[],[],-1,0,0,-1,[],-1,[],[],[],False,0,0,-1,234
3321,ManaCostIncreasedUniqueWand7,15652,257,1,214,-1,-1,-1,1,,3,ManaCostReduction,-40,-40,0,0,0,0,0,0,[],[],-1,0,[],-1,[],[],,[],[],-1,0,0,-1,[],-1,[],[],[],False,0,0,-1,234
3322,ManaCostIncreasedUniqueHelmetStrInt6,60301,257,1,214,-1,-1,-1,1,,3,ManaCostReduction,-75,-75,0,0,0,0,0,0,[],[],-1,0,[],-1,[],[],,[],[],-1,0,0,-1,[],-1,[],[],[],False,0,0,-1,234
3323,ManaCostReductionUnique__1,46902,257,1,214,-1,-1,-1,1,,3,ManaCostReduction,6,8,0,0,0,0,0,0,[],[],-1,0,[],-1,[],[],,[],[],-1,0,0,-1,[],-1,[],[],[],False,0,0,-1,234
3324,SocketedGemsHaveReducedManaCostUniqueHelmetDexInt5,35245,1243,1,2191,-1,-1,-1,1,,3,SocketedGemsHaveReducedManaCost,50,50,0,0,0,0,0,0,[],[],-1,0,[],3164,[],[],,[],[],-1,0,0,-1,[],-1,[],[],[],False,0,0,-1,234
3325,SocketedGemsHaveReducedManaCostUniqueDescentClaw1,47408,1243,1,2191,-1,-1,-1,1,,3,SocketedGemsHaveReducedManaCost,50,50,0,0,0,0,0,0,[],[],-1,0,[],3164,[],[],,[],[],-1,0,0,-1,[],-1,[],[],[],False,0,0,-1,234
3326,BloodMagic,12725,258,1,858,463,-1,-1,1,,3,BloodMagic,1,1,0,0,0,0,0,0,[],[],-1,0,[],-1,[],[],,[],[],-1,0,0,-1,[],-1,[],[],[],False,0,0,-1,234
3327,CannotEvade,44125,259,1,702,-1,-1,-1,1,,3,CannotEvade,1,1,0,0,0,0,0,0,[],[],-1,0,[],-1,[],[],,[],[],-1,0,0,-1,[],-1,[],[],[],False,0,0,-1,234
3328,AdditionalArrowsUniqueBow3,35217,26,1,174,-1,-1,-1,1,,3,AdditionalArrows,1,1,0,0,0,0,0,0,[],[],-1,0,[],-1,[],[],,[],[],-1,0,0,-1,[],-1,[],[],[],False,0,0,-1,234
3329,AdditionalArrowsUniqueTransformed__1,33323,26,55,174,-1,-1,-1,1,,3,AdditionalArrows,1,1,0,0,0,0,0,0,[],[],-1,0,[],-1,[],[],,[],[],-1,0,0,-1,[],-1,[],[],[],False,0,0,-1,234
3330,AdditionalArrowsUnique__1,22877,26,1,174,-1,-1,-1,1,,3,AdditionalArrows,2,2,0,0,0,0,0,0,[],[],-1,0,[],-1,[],[],,[],[],-1,0,0,-1,[],-1,[],[],[],False,0,0,-1,234
3331,AdditionalArrowsUnique__2,43589,26,77,174,-1,-1,-1,1,,3,AdditionalArrows,2,2,0,0,0,0,0,0,[],[],-1,0,[],-1,[],[],,[],[],-1,0,0,-1,[],-1,[],[],[],False,0,0,-1,234
3332,MinionRunSpeedUniqueAmulet3,30383,260,1,620,-1,-1,-1,1,,3,MinionRunSpeed,10,15,0,0,0,0,0,0,[],[],-1,0,[],-1,[],[],,[],[],-1,0,0,-1,[],-1,[],[],[],False,0,0,-1,234
3333,MinionRunSpeedUniqueWand2,56054,260,1,620,-1,-1,-1,1,,3,MinionRunSpeed,10,20,0,0,0,0,0,0,[],[],-1,0,[],-1,[],[],,[],[],-1,0,0,-1,[],-1,[],[],[],False,0,0,-1,234
3334,MinionRunSpeedUniqueJewel16,18539,260,1,620,-1,-1,-1,1,,3,MinionRunSpeed,5,10,0,0,0,0,0,0,[],[],-1,0,[],-1,[],[],,[],[],-1,0,0,-1,[],-1,[],[],[],False,0,0,-1,234
3335,MinionRunSpeedUnique__1,39644,260,1,620,-1,-1,-1,1,,3,MinionRunSpeed,-10,-10,0,0,0,0,0,0,[],[],-1,0,[],-1,[],[],,[],[],-1,0,0,-1,[],-1,[],[],[],False,0,0,-1,234
3336,MinionRunSpeedUnique__2,1793,260,48,620,-1,-1,-1,1,,3,MinionRunSpeed,80,100,0,0,0,0,0,0,[],[],-1,0,[],-1,[],[],,[],[],-1,0,0,-1,[],-1,[],[],[],False,0,0,-1,234
3337,MinionRunSpeedEssence2,3592,260,10,620,-1,-1,-1,1,,2,MinionRunSpeed,7,10,0,0,0,0,0,0,[0],[0],-1,0,[],-1,[],[],,[],[],-1,0,0,-1,[],-1,[],[],[],True,0,0,-1,16056
3338,MinionRunSpeedEssence3,21259,260,26,620,-1,-1,-1,1,,2,MinionRunSpeed,11,14,0,0,0,0,0,0,[0],[0],-1,0,[],-1,[],[],,[],[],-1,0,0,-1,[],-1,[],[],[],True,0,0,-1,16128
3339,MinionRunSpeedEssence4,31076,260,42,620,-1,-1,-1,1,,2,MinionRunSpeed,15,18,0,0,0,0,0,0,[0],[0],-1,0,[],-1,[],[],,[],[],-1,0,0,-1,[],-1,[],[],[],True,0,0,-1,37874
3340,MinionRunSpeedEssence5,11049,260,58,620,-1,-1,-1,1,,2,MinionRunSpeed,19,22,0,0,0,0,0,0,[0],[0],-1,0,[],-1,[],[],,[],[],-1,0,0,-1,[],-1,[],[],[],True,0,0,-1,35204
3341,MinionRunSpeedEssence6,44586,260,74,620,-1,-1,-1,1,,2,MinionRunSpeed,23,26,0,0,0,0,0,0,[0],[0],-1,0,[],-1,[],[],,[],[],-1,0,0,-1,[],-1,[],[],[],True,0,0,-1,35312
3342,MinionRunSpeedEssence7,21131,260,82,620,-1,-1,-1,1,,2,MinionRunSpeed,27,30,0,0,0,0,0,0,[0],[0],-1,0,[],-1,[],[],,[],[],-1,0,0,-1,[],-1,[],[],[],True,0,0,-1,1810
3343,MinionLifeUniqueAmulet3,13019,261,1,159,-1,-1,-1,1,,3,MinionLife,10,15,0,0,0,0,0,0,[],[],-1,0,[],-1,[],[],,[],[],-1,0,0,-1,[],-1,[],[],[],False,0,0,-1,234
3344,MinionLifeUniqueTwoHandSword4,62578,261,1,159,-1,-1,-1,1,,3,MinionLife,10,15,0,0,0,0,0,0,[],[],-1,0,[],-1,[],[],,[],[],-1,0,0,-1,[],-1,[],[],[],False,0,0,-1,234
3345,MinionLifeUniqueTwoHandMace5,27198,261,1,159,-1,-1,-1,1,,3,MinionLife,20,40,0,0,0,0,0,0,[],[],-1,0,[],-1,[],[],,[],[],-1,0,0,-1,[],-1,[],[],[],False,0,0,-1,234
3346,MinionLifeUniqueBodyInt9,27325,261,1,159,-1,-1,-1,1,,3,MinionLife,-20,-20,0,0,0,0,0,0,[],[],-1,0,[],-1,[],[],,[],[],-1,0,0,-1,[],-1,[],[],[],False,0,0,-1,234
3347,MinionLifeUniqueRing33,34679,261,1,159,-1,-1,-1,1,,3,MinionLife,15,15,0,0,0,0,0,0,[],[],-1,0,[],-1,[],[],,[],[],-1,0,0,-1,[],-1,[],[],[],False,0,0,-1,234
3348,MinionLifeUniqueJewel18,32090,261,1,159,-1,-1,-1,1,,3,MinionLife,5,15,0,0,0,0,0,0,[],[],-1,0,[],-1,[],[],,[],[],-1,0,0,-1,[],-1,[],[],[],False,0,0,-1,234
3349,MinionLifeUnique__1,20081,261,1,159,-1,-1,-1,1,,3,MinionLife,20,30,0,0,0,0,0,0,[],[],-1,0,[],-1,[],[],,[],[],-1,0,0,-1,[],-1,[],[],[],False,0,0,-1,234
3350,MinionLifeUnique__2,33574,261,1,159,-1,-1,-1,1,,3,MinionLife,20,20,0,0,0,0,0,0,[],[],-1,0,[],-1,[],[],,[],[],-1,0,0,-1,[],-1,[],[],[],False,0,0,-1,234
3351,MinionLifeUnique__3_,10600,261,1,159,-1,-1,-1,1,,3,MinionLife,20,30,0,0,0,0,0,0,[],[],-1,0,[],-1,[],[],,[],[],-1,0,0,-1,[],-1,[],[],[],False,0,0,-1,234
3352,MinionLifeEssence2,34749,261,10,159,-1,-1,-1,1,,2,MinionLife,7,10,0,0,0,0,0,0,[0],[0],-1,0,[],-1,[],[],,[],[],-1,0,0,-1,[],-1,[],[],[],True,0,0,-1,16056
